"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","prolific","Q6..Ideology_econ","Q7..Ideology_social","DemRep_C","Educational.Level","AttentionCheck2","income","Household","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_pol_sp1_1","inequality_pol_sp1_2","Q133","Q134","Q110","Q111","credibility_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","inequality_pol_sp2_1","inequality_pol_sp2_2","selectedTitle","onlytext","array1","array2","bookmarked0","bookmarked1","bookmarked2","bookmarked3","bookmarked4","bookmarked5","bookmarked6","bookmarked7","bookmarked8","bookmarked9","bookmarked10","bookmarked11","bookmarked12","bookmarked13","bookmarked14","bookmarked15","bookmarked16","bookmarked17","bookmarked18","bookmarked19","bookmarkedtitle0","bookmarkedtitle1","bookmarkedtitle2","bookmarkedtitle3","bookmarkedtitle4","bookmarkedtitle5","bookmarkedtitle6","bookmarkedtitle7","bookmarkedtitle8","bookmarkedtitle9","bookmarkedtitle10","bookmarkedtitle11","bookmarkedtitle12","bookmarkedtitle13","bookmarkedtitle14","bookmarkedtitle15","bookmarkedtitle16","bookmarkedtitle17","bookmarkedtitle18","bookmarkedtitle19","shownLedeType","userChoice","validArticles","originalArticleTitle","secondArticleTitle","PROLIFIC_PID","STUDY_ID","SESSION_ID","selectedTitleSource","condition","original_row","statement_number","title","vote","json_index","found_in_field"
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"10","How did these dinosaurs become ‘mummies’? 2 new fossils help solve the mystery","downvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"11","Inside the Irish ‘hell caves’ where Halloween was born","upvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"12","Your dog really might be addicted to that toy","downvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"13","We finally know the cause of severe morning sickness. A remedy could be next.","upvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"14","How to see Stonehenge: Everything you need to know","downvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"15","Scientists reveal the secret of toads that can turn neon yellow","downvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"16","Surprising ways animals react to solar eclipses","downvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"17","This might be the first recorded tool use by a wild wolf","upvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"18","Astronauts getting stuck in space is more common than you think","upvote",NA,NA
"2025-11-28 07:47:32","2025-11-28 07:57:42","IP Address","100","610","True","2025-11-28 07:57:42","R_8bUCQQXK85hV0F0","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Strongly Republican","Less than high school degree","Not at all interested,Extremely interested","","","7","7","","5","5","Is It Bad to Drink Coffee on an Empty Stomach?","Could Air Someday Power Your Flight? Airlines Are Betting on It.","","","20","7","7","","7","7","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","original",1,"19","How Louis Braille revolutionized a writing system—despite efforts to stop him","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"0","Wealth Distribution Varies Significantly by Race and Ethnicity, Data Shows","downvote",11,"selected_title"
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"1","New Generation of Luxury Consumers Seeks to Express Themselves Through Fashion","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"2","New Report Highlights Trillion-Dollar Wealth Transfer to Future Generations","downvote",19,"selected_title"
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"3","New Report Highlights Importance of Pensions in Boosting Retirement Wealth","downvote",12,"selected_title"
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"4","Trump's Cabinet Choices Raise Questions About Conflicts of Interest","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"5","Let's kill the progressive tax rate system","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"6","Study Links Housing Insecurity in Early Childhood to Health Issues in Teenage Years","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"7","New Trump Administration to be Worth Record $340bn","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"8","Some Prominent Figures Are Pushing for Universal Basic Income - But Is It Realistic?","upvote",45,"selected_title"
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"9","Louisiana's Road Home Program Favored Homeowners in Wealthier Neighborhoods After Katrina, Analysis Finds","upvote",36,"selected_title"
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"10","Astronauts getting stuck in space is more common than you think","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"11","This might be the first recorded tool use by a wild wolf","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"12","Surprising ways animals react to solar eclipses","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"13","How to see Stonehenge: Everything you need to know","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"14","Cosmic radiation gave the Fantastic Four superpowers. Here's what would happen in real life.","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"15","We finally know the cause of severe morning sickness. A remedy could be next.","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"16","DNA could revolutionize how we store our data","upvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"17","Did this ancient croc hunt dinosaurs on land?","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"18","How Louis Braille revolutionized a writing system—despite efforts to stop him","downvote",NA,NA
"2025-12-05 08:31:08","2025-12-05 08:32:18","IP Address","100","70","True","2025-12-05 08:32:20","R_2dM5t1hUO4XfRPw","anonymous","EN","I do consent to participate.","","Moderate","Moderate","Lean Democratic","Associate degree in college (2-year)","Moderately interested","$25,000-$49,999","12","3","3","2","5","3","","","${e://Field/title12}","${e://Field/title13}","67","4","4","3","5","6","Surprising ways animals react to solar eclipses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","personal",2,"19","Fossilized eggs reveal new way to date the Age of the Dinosaurs","upvote",NA,NA
